ds,y
03-11-2020,3089.8999
04-11-2020,3196.2000
05-11-2020,3209.0000
06-11-2020,3237.2500
09-11-2020,3423.7500
10-11-2020,3263.3999
11-11-2020,3353.1499
12-11-2020,3367.0500
13-11-2020,3432.9500
17-11-2020,3427.0000
18-11-2020,3451.8000
19-11-2020,3435.0500
20-11-2020,3469.1001
23-11-2020,3546.3000
24-11-2020,3537.0500
25-11-2020,3469.4500
26-11-2020,3544.3000
27-11-2020,3605.1001
01-12-2020,3620.7500
02-12-2020,3639.5500
03-12-2020,3692.3501
04-12-2020,3711.9500
07-12-2020,3717.5500
08-12-2020,3690.0000
09-12-2020,3725.3999
10-12-2020,3732.2500
11-12-2020,3642.1001
14-12-2020,3599.8000
15-12-2020,3628.3999
16-12-2020,3717.8999
17-12-2020,3824.7000
18-12-2020,3832.8999
21-12-2020,3634.1499
22-12-2020,3720.9500
23-12-2020,3688.6001
24-12-2020,3749.6001
28-12-2020,3766.0000
29-12-2020,3784.2000
30-12-2020,3799.7000
31-12-2020,3841.8999
01-01-2021,3849.0500
04-01-2021,3862.2500
05-01-2021,3842.1001
06-01-2021,3879.8501
07-01-2021,3803.0500
08-01-2021,3859.1499
11-01-2021,3822.3999
12-01-2021,3767.5000
13-01-2021,3719.3999
14-01-2021,3724.7000
15-01-2021,3644.8000
18-01-2021,3565.3000
19-01-2021,3599.4500
20-01-2021,3605.7000
21-01-2021,3604.6001
22-01-2021,3544.7000
25-01-2021,3569.0500
27-01-2021,3483.0500
28-01-2021,3429.7500
29-01-2021,3369.8501
01-02-2021,3463.6001
02-02-2021,3548.6001
03-02-2021,3680.2500
04-02-2021,3678.8999
05-02-2021,3822.4500
08-02-2021,3781.8501
09-02-2021,3722.7500
10-02-2021,3750.3501
11-02-2021,3753.8501
12-02-2021,3719.3999
15-02-2021,3711.0500
16-02-2021,3686.5000
17-02-2021,3615.2500
18-02-2021,3587.6499
19-02-2021,3523.2000
22-02-2021,3496.6499
23-02-2021,3448.2500
24-02-2021,3480.0500
25-02-2021,3440.0500
26-02-2021,3363.1001
01-03-2021,3461.5500
02-03-2021,3516.8999
03-03-2021,3565.1499
04-03-2021,3553.4500
05-03-2021,3496.8999
08-03-2021,3507.7000
09-03-2021,3503.2000
10-03-2021,3528.1001
12-03-2021,3512.0500
15-03-2021,3411.0000
16-03-2021,3378.2500
17-03-2021,3378.3000
18-03-2021,3272.8999
19-03-2021,3370.3000
22-03-2021,3405.9500
23-03-2021,3495.9500
24-03-2021,3481.1499
25-03-2021,3450.2000
26-03-2021,3464.9500
